filename,width,height,class,xmin,ymin,xmax,ymax
0385_NI001_slice023_png_jpg.rf.89dc0427d6f40bf0248be358d8c8a5c8.jpg,224,224,NSCLC,135,115,142,125
0582_NI006_slice003_png_jpg.rf.8a33f7e864e1866bb3933870f4230e26.jpg,224,224,NSCLC,176,101,178,104
0757_NI000_slice004_png_jpg.rf.8a2f483928fc962d53b70c1e65a5b45b.jpg,224,224,SCLC,178,139,180,141
0697_NI000_slice002_png_jpg.rf.89f957c877e24ed2e5c3c59ae77c810b.jpg,224,224,NSCLC,138,79,151,89
0968_NI001_slice017_png_jpg.rf.89a3859f62398331b6678f0532f4c2e9.jpg,224,224,NSCLC,155,141,165,151
0747_NI000_slice001_png_jpg.rf.89fa31bac8f3296eafa26295ea599bd3.jpg,224,224,SCLC,183,76,186,79
0141_NI003_slice003_png_jpg.rf.8a34f61ab3c7b8cca40a11162e166cf0.jpg,224,224,NSCLC,49,79,51,81
0874_NI001_slice007_png_jpg.rf.89f714a90afd6fc1cd13d5fd8a2ae691.jpg,224,224,SCLC,52,112,56,114
0469_NI003_slice005_png_jpg.rf.8a29a7d05c7777e982493a6a46e1e70b.jpg,224,224,SCLC,33,126,37,129
0170_NI000_slice014_png_jpg.rf.8a90be9dbfc0a5c1d7c35d5309a71966.jpg,224,224,NSCLC,65,119,74,126
0857_NI000_slice003_png_jpg.rf.8a48f271735cac02a74344f91bdd31ab.jpg,224,224,NSCLC,52,77,55,79
0325_NI000_slice010_png_jpg.rf.8a41ff76a2254c2323b0fa1691c2bb81.jpg,224,224,NSCLC,68,154,79,162
0651_NI002_slice024_png_jpg.rf.89f6a2f3103818c1c2df9e196b2c316c.jpg,224,224,NSCLC,123,143,129,151
0388_NI004_slice008_png_jpg.rf.8a3972fe21a88ecd78beac67fd281451.jpg,224,224,SCLC,70,132,79,139
0843_NI003_slice006_png_jpg.rf.8a97fd5ad274b6a1a9c1d153abad617e.jpg,224,224,SCLC,84,77,89,81
0821_NI001_slice010_png_jpg.rf.8a97244d75a326e28f6249f6cfc03612.jpg,224,224,NSCLC,144,91,149,96
0222_NI000_slice000_png_jpg.rf.8a92d9911ef93877c92049aed1b92bc5.jpg,224,224,SCLC,60,142,63,144
0790_NI001_slice024_png_jpg.rf.8a4333331a7783441466c64961556ba1.jpg,224,224,NSCLC,159,56,169,65
0595_NI000_slice005_png_jpg.rf.8a3915f90152643c172a6aa486fbc194.jpg,224,224,NSCLC,57,150,71,166
0869_NI002_slice013_png_jpg.rf.8aae2a49b7bc3342c56a0f1a83652b5e.jpg,224,224,NSCLC,46,178,52,184
0305_NI000_slice000_png_jpg.rf.8a3e88ce426d8cc5fd99b47a4d009d8e.jpg,224,224,NSCLC,128,156,134,162
0223_NI000_slice008_png_jpg.rf.8aae7153ba44ad3a7e2194731c52b8ef.jpg,224,224,NSCLC,124,153,132,161
0672_NI000_slice005_png_jpg.rf.8aa18ddd226925a888aeea8b474f2875.jpg,224,224,NSCLC,37,70,39,72
0741_NI005_slice000_png_jpg.rf.8acac6d7649c9563ecf6fe894534ad6a.jpg,224,224,NSCLC,145,137,153,144
0308_NI000_slice005_png_jpg.rf.8aba90e7e9cfefb100c688fe63467eff.jpg,224,224,SCLC,33,113,39,116
0437_NI001_slice006_png_jpg.rf.8ac8eaa31ba21f74e07e0ea21795bbf0.jpg,224,224,NSCLC,144,178,148,181
0217_NI001_slice000_png_jpg.rf.8ade27944a12de3a27f4520272c2fcf0.jpg,224,224,NSCLC,50,117,53,121
0819_NI002_slice011_png_jpg.rf.8adc6dcf9c7bb34d73cf34d1743c8995.jpg,224,224,NSCLC,51,121,63,134
0545_NI001_slice002_png_jpg.rf.8ae349b9c6523d859f29e3c677c11e81.jpg,224,224,NSCLC,125,130,127,133
0491_NI000_slice004_png_jpg.rf.8ac5bd1b46426abb5fa6819e7c267ad1.jpg,224,224,SCLC,68,156,71,159
0637_NI003_slice002_png_jpg.rf.8ad3b0a42cc764a56ff333c27eff2cac.jpg,224,224,SCLC,166,66,169,69
0138_NI000_slice023_png_jpg.rf.8b1966e05f40a0a974f75a146825b73e.jpg,224,224,SCLC,136,126,137,127
0204_NI000_slice012_png_jpg.rf.8b1d1be3e58ddfa08409288f3f0f0ffc.jpg,224,224,NSCLC,157,156,162,164
0498_NI000_slice004_png_jpg.rf.8a1ee5228a38cefacf5937ce7ca2deaf.jpg,224,224,NSCLC,66,62,68,63
0994_NI000_slice005_png_jpg.rf.8ac6feff7dd11c7810cee4b64af4ed1c.jpg,224,224,NSCLC,199,93,202,96
0497_NI000_slice002_png_jpg.rf.8af57887301ac9edfa2cb20a7a7d048f.jpg,224,224,NSCLC,37,97,44,104
0921_NI002_slice005_png_jpg.rf.8ba85ced61cb58cfddc08e9f315d9391.jpg,224,224,SCLC,148,95,152,99
0663_NI002_slice002_png_jpg.rf.8b4d9b29b3e8eed019a7eaac18c11e8a.jpg,224,224,NSCLC,159,117,160,118
0385_NI001_slice017_png_jpg.rf.8b1dac687d5a78788f32e44e7c02e0bb.jpg,224,224,NSCLC,131,115,141,125
0351_NI000_slice000_png_jpg.rf.8b17b77abc908dfc8d681660ea336422.jpg,224,224,NSCLC,47,57,51,60
0604_NI004_slice001_png_jpg.rf.8b9f08e77e15ac7ea117150abb336f16.jpg,224,224,SCLC,161,99,164,102
0510_NI009_slice000_png_jpg.rf.8b6c2d2decbf8e998af974bf99711855.jpg,224,224,NSCLC,117,85,118,86
0702_NI004_slice026_png_jpg.rf.8b65446f6148e309d7e7e048bd01cae3.jpg,224,224,NSCLC,57,126,70,144
0637_NI005_slice000_png_jpg.rf.8b5e31f691e6df41e837a0539edacd53.jpg,224,224,NSCLC,56,72,57,73
0834_NI000_slice000_png_jpg.rf.8b352936024fd106f37e7adfdb7efc19.jpg,224,224,NSCLC,70,129,85,140
0720_NI002_slice003_png_jpg.rf.8bb23473f9b5d31301f079bb987f92ef.jpg,224,224,NSCLC,73,107,75,110
0849_NI006_slice014_png_jpg.rf.8bc537d7b1bfb0df590b400f02de36e3.jpg,224,224,SCLC,133,112,136,116
0965_NI000_slice012_png_jpg.rf.8bda97aa575f434207aa2dfb7f67677b.jpg,224,224,NSCLC,59,124,67,132
1002_NI001_slice005_png_jpg.rf.8b6a0d264305ea83c784f71bc5acb65c.jpg,224,224,NSCLC,162,106,171,115
0819_NI002_slice014_png_jpg.rf.8b42b8c1f3b5b0d47e6f5ed408eadaed.jpg,224,224,NSCLC,50,121,65,134
0602_NI003_slice002_png_jpg.rf.8bcb235ee5e049cff99b85deafbeb14c.jpg,224,224,NSCLC,166,96,169,99
0855_NI000_slice002_png_jpg.rf.8bc0005522ec0a3dc62556bcc235e5a1.jpg,224,224,NSCLC,200,99,205,103
0183_NI001_slice006_png_jpg.rf.8bf0717afadeada79be6fadaea428af0.jpg,224,224,NSCLC,69,143,80,153
0753_NI000_slice006_png_jpg.rf.8c2a27198b404929560f05c2a5437b0d.jpg,224,224,NSCLC,40,113,42,115
0884_NI001_slice013_png_jpg.rf.8c0c5845fe7be725d71e23d4dd5829bf.jpg,224,224,NSCLC,157,103,169,113
0298_NI006_slice004_png_jpg.rf.8c31ef128e9f91938e58c1b7f22e53f3.jpg,224,224,NSCLC,162,125,167,130
0741_NI002_slice000_png_jpg.rf.8bed2ee0a185dbdadb6926c869d708d4.jpg,224,224,NSCLC,152,168,154,171
0648_NI002_slice016_png_jpg.rf.8c18165ad9310d410d4d0b2db6ecc1b2.jpg,224,224,SCLC,129,171,132,175
0368_NI000_slice008_png_jpg.rf.8c522f0e68bd04635221940cc482756f.jpg,224,224,NSCLC,196,98,199,102
0994_NI000_slice003_png_jpg.rf.8c5236bbe833d56c4022b9e3347e1ff1.jpg,224,224,NSCLC,199,93,201,96
1003_NI002_slice001_png_jpg.rf.8c37b4a56a5ca012d8e8c56afc307438.jpg,224,224,SCLC,54,66,57,73
0577_NI002_slice002_png_jpg.rf.8c811910f6b89c61434777b285f5612e.jpg,224,224,NSCLC,53,134,55,136
0924_NI000_slice003_png_jpg.rf.8c8ca8c629043778149747f79573dcdb.jpg,224,224,NSCLC,178,93,182,97
0649_NI006_slice001_png_jpg.rf.8c3514b6af10082bd2084f55e04bfc54.jpg,224,224,SCLC,43,80,46,83
0635_NI000_slice004_png_jpg.rf.8c60ba5b6e354adc8a468d0c172a676f.jpg,224,224,NSCLC,69,174,76,181
0298_NI002_slice002_png_jpg.rf.8bfce2b84de2373f08bcd29f4fdfa82f.jpg,224,224,SCLC,126,140,130,143
0430_NI000_slice005_png_jpg.rf.8c79e10bee577b43ee4109c7a414f448.jpg,224,224,NSCLC,169,163,172,167
0549_NI003_slice001_png_jpg.rf.8c765a3072b4db0f25f6d8baf69f5013.jpg,224,224,NSCLC,67,69,70,72
0921_NI003_slice023_png_jpg.rf.8c65206d1c394926884afc86be8122da.jpg,224,224,NSCLC,127,92,142,105
1003_NI003_slice002_png_jpg.rf.8c64843db13ef8a460a2d7c4c6fd6bf5.jpg,224,224,NSCLC,67,167,71,172
0481_NI002_slice005_png_jpg.rf.8bef9337bf419e645aa8bc008d70746f.jpg,224,224,NSCLC,195,118,199,121
0294_NI001_slice006_png_jpg.rf.8c6e189da7723113d4297e071a6368e2.jpg,224,224,NSCLC,130,84,145,94
0698_NI001_slice028_png_jpg.rf.8c5d76d701b8389cebee56f232bee64b.jpg,224,224,NSCLC,64,134,69,138
0376_NI001_slice003_png_jpg.rf.8cba13a6bbcf3473e183e63cead23a6b.jpg,224,224,SCLC,180,148,183,151
0583_NI016_slice003_png_jpg.rf.8cf284bd4e3d8c607414ddc76783bd91.jpg,224,224,NSCLC,160,179,163,181
0880_NI002_slice000_png_jpg.rf.8d3bdcdcb7befa2d89b701990727e8b1.jpg,224,224,NSCLC,73,158,76,161
0507_NI003_slice002_png_jpg.rf.8d187f7e149bb408fcd74bdf26a1ae7d.jpg,224,224,NSCLC,148,155,153,159
0509_NI004_slice001_png_jpg.rf.8cef44ad19e697daf81f908db98d0da6.jpg,224,224,NSCLC,168,156,174,161
0404_NI000_slice004_png_jpg.rf.8c910e3ab8948158c1b87126bd755de5.jpg,224,224,NSCLC,132,151,143,158
0549_NI002_slice000_png_jpg.rf.8d1533566027a2126a13e2235c69bec0.jpg,224,224,NSCLC,181,156,183,157
0136_NI006_slice000_png_jpg.rf.8cc7334dce69492bd88645fe4a8e1a0c.jpg,224,224,SCLC,154,87,155,89
0491_NI002_slice003_png_jpg.rf.8cdb3c2809204f9cad760d72f80a8514.jpg,224,224,SCLC,65,171,67,173
0965_NI000_slice014_png_jpg.rf.8cfd3a9f706387a3d30874186ee7e92b.jpg,224,224,NSCLC,59,125,67,130
0771_NI000_slice005_png_jpg.rf.8cfb2ed11fdde32d25c2af59335ed8a6.jpg,224,224,NSCLC,48,158,51,161
0656_NI001_slice000_png_jpg.rf.8cb363e0baebf9187407ab49a5a24bf6.jpg,224,224,NSCLC,37,93,38,94
0879_NI004_slice000_png_jpg.rf.8d9ab950647adf6ef0b7ccc452e8bc10.jpg,224,224,NSCLC,136,144,139,147
0912_NI002_slice001_png_jpg.rf.8d876cce4a6ee4bc6d36ac8d56d83564.jpg,224,224,NSCLC,166,175,169,178
0547_NI001_slice002_png_jpg.rf.8d3ef3dfc3b0668528e3238d56af3458.jpg,224,224,SCLC,42,137,46,140
1003_NI004_slice009_png_jpg.rf.8d484fc5de666b790880898b521f1d98.jpg,224,224,NSCLC,61,173,69,184
0858_NI004_slice004_png_jpg.rf.8daa61bcd210a67bf4c400748a7b7ffa.jpg,224,224,NSCLC,169,80,172,83
0404_NI005_slice001_png_jpg.rf.8dcc88a5f95d70edc3141e276447b668.jpg,224,224,NSCLC,65,148,70,151
0526_NI000_slice005_png_jpg.rf.8d8a35ffc7b56afa34cfff8024e21b01.jpg,224,224,NSCLC,142,169,145,173
0650_NI000_slice004_png_jpg.rf.8d816e1d03ed94d72c0d583c60e4461d.jpg,224,224,NSCLC,75,138,79,141
0332_NI001_slice005_png_jpg.rf.8d694bbf7ac866c3d77be03fe06555ae.jpg,224,224,NSCLC,140,114,146,119
0454_NI005_slice004_png_jpg.rf.8d4ebdf13b3fc3b493ec37d3ed2b8e8d.jpg,224,224,NSCLC,85,129,87,130
0810_NI001_slice008_png_jpg.rf.8d1f702fd1e7ba97538564d8d0a737fa.jpg,224,224,NSCLC,61,130,64,133
0529_NI002_slice006_png_jpg.rf.8db1717ca4df84c265e2f0b0c121262f.jpg,224,224,NSCLC,79,169,83,172
0698_NI001_slice003_png_jpg.rf.8dc3659f5c6b89d5183379d388763303.jpg,224,224,NSCLC,56,131,70,141
0583_NI003_slice001_png_jpg.rf.8dceea0be6ddd7470faf64692ec1ff98.jpg,224,224,NSCLC,31,98,33,100
0981_NI000_slice000_png_jpg.rf.8cc540d4cf28d886e619cab2e350d302.jpg,224,224,NSCLC,83,141,87,144
0793_NI001_slice004_png_jpg.rf.8dda1112a48057be5ba42e4301b93ecc.jpg,224,224,NSCLC,70,155,75,161
0372_NI001_slice001_png_jpg.rf.8e4f19cdffb4f18698ca6c49bb7f8350.jpg,224,224,NSCLC,183,113,186,116
0583_NI012_slice002_png_jpg.rf.8de4375188a5b931a734fb06bdda14ef.jpg,224,224,NSCLC,90,175,92,177
1004_NI002_slice002_png_jpg.rf.8e49ccecba6da1c41b70469e2bdc23e1.jpg,224,224,NSCLC,169,77,177,88
0791_NI000_slice003_png_jpg.rf.8e65a257a7067c56cdf2503846eba342.jpg,224,224,SCLC,50,138,56,145
0530_NI002_slice003_png_jpg.rf.8eca5335be93161219429e616d3c2329.jpg,224,224,SCLC,75,61,77,63
0343_NI000_slice001_png_jpg.rf.8e452a5740a3f402795c3a1bad309aff.jpg,224,224,NSCLC,85,121,88,124
0379_NI000_slice000_png_jpg.rf.8decb469125433799ef2d34d5dea01f6.jpg,224,224,NSCLC,188,138,191,140
0871_NI008_slice002_png_jpg.rf.8edc2db0b2e5a13949553465f9d5041f.jpg,224,224,SCLC,60,154,63,157
1002_NI002_slice019_png_jpg.rf.8ea4f4706906d9d1b6d6c159a3de3a22.jpg,224,224,NSCLC,93,125,101,132
0743_NI002_slice000_png_jpg.rf.8e6986a3997bf79cd5ba2388d7535ec6.jpg,224,224,NSCLC,75,117,79,121
0982_NI001_slice009_png_jpg.rf.8e3dd0aa1ceaafb0640bbd6aa6aae587.jpg,224,224,NSCLC,157,136,160,139
0415_NI004_slice006_png_jpg.rf.8e52b4150f31cef82da59f99a9c01d28.jpg,224,224,NSCLC,40,103,45,106
0762_NI001_slice004_png_jpg.rf.8eeb650892bd904867311d15b9b257b0.jpg,224,224,NSCLC,26,96,28,99
0543_NI000_slice003_png_jpg.rf.8e5e190c9ee75a1fd15f05db61cdcdc8.jpg,224,224,NSCLC,187,131,190,138
0849_NI003_slice003_png_jpg.rf.8e92d535c597544906f12e507244c23c.jpg,224,224,SCLC,162,60,164,62
0485_NI001_slice001_png_jpg.rf.8edb4bc61f854111c56ebacef9a17a55.jpg,224,224,SCLC,69,96,72,101
0785_NI008_slice000_png_jpg.rf.8ed3bed974e61542e1d956ac41ddd369.jpg,224,224,NSCLC,153,93,154,95
0662_NI002_slice000_png_jpg.rf.8dd2d2a5a74c48e9c69af622fa40538c.jpg,224,224,SCLC,49,135,53,137
0649_NI006_slice000_png_jpg.rf.8ee3a5789aec11e61b9c1109c6216e80.jpg,224,224,SCLC,43,80,46,83
0843_NI003_slice003_png_jpg.rf.8df596a021572a9a58e89def07584e74.jpg,224,224,SCLC,84,76,89,80
0829_NI000_slice031_png_jpg.rf.8de140088991835803193ef3a7f0225f.jpg,224,224,NSCLC,138,70,147,83
0201_NI007_slice001_png_jpg.rf.8ef2f891add1c8fb6e3aad172608217e.jpg,224,224,SCLC,135,139,138,141
0427_NI001_slice005_png_jpg.rf.8f3b9b9d00a913156589c2a9d282b2cd.jpg,224,224,SCLC,57,44,59,46
0884_NI001_slice016_png_jpg.rf.8f28dd6878f7cf0ad7bc6790565c987f.jpg,224,224,NSCLC,158,106,168,114
0159_NI001_slice002_png_jpg.rf.8e85d6e02d2bee4e0b6497ffbb000ac1.jpg,224,224,NSCLC,50,82,55,90
0394_NI002_slice001_png_jpg.rf.8f26a715cac512f99a0a1856fa088c45.jpg,224,224,NSCLC,33,158,35,161
0201_NI003_slice001_png_jpg.rf.8efae073d223adad42724c4097eac7aa.jpg,224,224,SCLC,175,102,177,105
0607_NI000_slice002_png_jpg.rf.8f0af71ac469d475fcf41b9b8e3225f1.jpg,224,224,SCLC,37,86,39,87
0195_NI003_slice002_png_jpg.rf.8f49a4a9d6bec3da21e3fa2554bfc2d8.jpg,224,224,NSCLC,151,81,161,91
0811_NI000_slice018_png_jpg.rf.8fc85e73ee906544bc839d4152943504.jpg,224,224,NSCLC,56,149,77,162
0490_NI000_slice011_png_jpg.rf.8f65f26bf245f66514ff69352ec34ba5.jpg,224,224,NSCLC,152,98,160,110
0619_NI000_slice003_png_jpg.rf.8f88ec2ccacb9f8b49d58f47cbd50461.jpg,224,224,NSCLC,158,149,166,156
0145_NI002_slice000_png_jpg.rf.8f580e9d9e4bf1ad93288f2a2a6fd988.jpg,224,224,NSCLC,169,105,170,107
0412_NI000_slice002_png_jpg.rf.8f53ed762a13d7e7e431ffb4032d72c0.jpg,224,224,NSCLC,193,129,198,133
0533_NI000_slice003_png_jpg.rf.9015e94f09bc669805518a119b010287.jpg,224,224,NSCLC,159,145,163,149
1003_NI000_slice009_png_jpg.rf.902022006904a30edfe2e968e95fbc56.jpg,224,224,NSCLC,74,161,91,179
0432_NI000_slice000_png_jpg.rf.8ff8dd9fde292db2e3ab6ea2210c90c3.jpg,224,224,SCLC,132,130,140,141
0879_NI002_slice001_png_jpg.rf.9013e7e585111a66084d7d99f79067ea.jpg,224,224,NSCLC,181,108,183,111
0136_NI001_slice001_png_jpg.rf.9020ed64e7620edf2b12077a35488654.jpg,224,224,NSCLC,74,153,75,154
0152_NI000_slice000_png_jpg.rf.9039e550619eb4d73a69a401238fac31.jpg,224,224,NSCLC,94,86,97,89
0939_NI000_slice002_png_jpg.rf.90686d2c1873138b4ba70c38be4fd449.jpg,224,224,SCLC,186,108,187,110
0655_NI007_slice008_png_jpg.rf.8fb47724982e44cbfc0acb4437d212ac.jpg,224,224,SCLC,80,147,82,150
0895_NI001_slice002_png_jpg.rf.8f4d4330c2eeb091587e2ff464674b6a.jpg,224,224,SCLC,193,113,195,115
0413_NI002_slice000_png_jpg.rf.8f3c9356928895d2fabfb4e1f7081336.jpg,224,224,SCLC,175,128,177,130
0966_NI001_slice000_png_jpg.rf.8f9b410a0aad5e128aa2bd3a8d9a0b31.jpg,224,224,NSCLC,89,137,90,138
0469_NI000_slice008_png_jpg.rf.90581712c3a1c3d98632de035cbf9bf2.jpg,224,224,NSCLC,156,163,166,175
0671_NI003_slice003_png_jpg.rf.8fc6c434a226da714a2377e60161b378.jpg,224,224,NSCLC,80,81,89,91
0537_NI000_slice006_png_jpg.rf.9053757cd7e42d4d3fba603d10fe7aec.jpg,224,224,SCLC,186,81,188,83
0476_NI004_slice002_png_jpg.rf.9016d5b2b92731c921339b5d902affc9.jpg,224,224,NSCLC,158,89,161,95
0500_NI000_slice003_png_jpg.rf.8f7d6eb37429439f3238b6889753fe31.jpg,224,224,NSCLC,61,72,63,74
